rgi_id,glac_name,surge_type,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,term_type,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_deg,aspect_sec,dem_source,lmax_m
RGI2000-v7.0-G-11-00001,FR4N01xxxxxx du Grand Armet,0,11,11-01,G005937E44988N,752391,731,2003-08-13T00:00:00,5.9377884449245,44.988331,31,0.037234970577546,0,0,9,0,5.938411746111149,44.98915207265137,2206.1677,2341.86,2256.1104,2260.9812,32.483784,8.992585,1,COPDEM30,206
RGI2000-v7.0-G-11-00002,FR4N01166K02 Rampant/Ouest de Villard Notre Dame,0,11,11-01,G006028E44984N,752395,731,2003-08-13T00:00:00,6.02846692763158,44.982862,32,0.016397286665662,0,0,9,0,6.02840092189065,44.98398534954303,2679.4963,2876.6365,2771.6992,2778.8796,47.86459,21.149662,1,COPDEM30,158
RGI2000-v7.0-G-11-00003,FR4N01166K01 du Rochail 1,0,11,11-01,G006033E44983N,752396,731,2003-08-13T00:00:00,6.033026132577904,44.982145,32,0.047688873794621,0,0,9,0,6.033692356724478,44.98340011614666,2755.71,2942.017,2836.292,2837.1504,32.240814,14.780121,1,COPDEM30,335
RGI2000-v7.0-G-11-00004,FR4N01166I06 du Peyron/de l'Embernard,0,11,11-01,G006079E44949N,752399,731,2003-08-13T00:00:00,6.079164411262798,44.9487735,32,0.02560414251822,0,0,9,0,6.081277858542212,44.95015716090345,2708.247,2978.4949,2799.5522,2814.3525,45.393368,356.852694272995,1,COPDEM30,334
RGI2000-v7.0-G-11-00005,FR4N01166I05 du Clapier du Peyron 2,0,11,11-01,G006080E44940N,752400,731,2003-08-13T00:00:00,6.080437862433488,44.9404385,32,0.011321908369697,0,0,9,0,6.081206239786704,44.94086277485086,2622.8118,2681.8218,2646.3018,2646.2483,26.65208,70.81209,3,COPDEM30,183
RGI2000-v7.0-G-11-00006,FR4N01166I05 du Clapier du Peyron 1,0,11,11-01,G006080E44941N,752398,731,2003-08-13T00:00:00,6.078497354395704,44.938672,32,0.032694787555863,0,0,9,0,6.081194009974357,44.938427531915316,2756.3245,2895.955,2841.7676,2834.972,37.06302,36.199665,2,COPDEM30,358
RGI2000-v7.0-G-11-00007,FR4N01166I04 Est du Clapier du Peyron,0,11,11-01,G006084E44937N,752401,731,2003-08-13T00:00:00,6.083080944329296,44.9365685,32,0.011960554459279,0,0,9,0,6.084028309687477,44.936573816683165,2633.9937,2710.8162,2679.0571,2677.7866,31.605726,58.90064,2,COPDEM30,162
RGI2000-v7.0-G-11-00008,FR4N01166J02 des Pisses,0,11,11-01,G006072E44940N,752397,731,2003-08-13T00:00:00,6.072025588076594,44.939332,32,0.085026585140212,0,0,9,0,6.071087974211669,44.94061744676434,2515.0525,2826.7124,2632.4028,2637.8271,39.847984,329.060173034668,8,COPDEM30,377
RGI2000-v7.0-G-11-00009,FR4N01166I02 Inferieur Ouest de la Muzelle,0,11,11-01,G006101E44936N,752402,731,2003-08-13T00:00:00,6.101513031645569,44.9351755,32,0.076405127585176,0,0,9,0,6.099222389160601,44.93847250366852,2535.5166,3000.4468,2772.6558,2759.8962,39.20784,317.6561851501465,8,COPDEM30,813
RGI2000-v7.0-G-11-00010,FR4N01166I01 de la Muzelle,0,11,11-01,G006109E44936N,752405,731,2003-08-13T00:00:00,6.109313698055901,44.936969500000004,32,0.376775378330941,0,0,9,0,6.1097910076426105,44.94240573333546,2636.8337,3333.593,2982.998,2987.8635,35.532024,344.49532985687256,1,COPDEM30,1359
RGI2000-v7.0-G-11-00011,Glacier de la Grande Montagne_4,0,11,11-01,G006114E44936N,752412,731,2003-08-13T00:00:00,6.114138077279184,44.9363475,32,0.013499632966554,0,0,9,0,6.115238014675275,44.93639746694731,2941.534,3110.3772,3007.8796,3014.696,44.336468,99.380356,3,COPDEM30,189
RGI2000-v7.0-G-11-00012,Glacier de la Grande Montagne_3,0,11,11-01,G006114E44934N,752410,731,2003-08-13T00:00:00,6.11150579616263,44.932908,32,0.065666984721573,0,0,9,0,6.11423857113529,44.93422036992216,2980.9597,3227.9324,3076.4463,3087.0632,39.604877,103.34766,3,COPDEM30,346
RGI2000-v7.0-G-11-00013,FR4N01166H08-10 de la Grande Montagne,0,11,11-01,G006111E44924N,752408,731,2003-08-13T00:00:00,6.110809702228229,44.92878,32,0.135026684067912,0,0,9,0,6.113284348738865,44.9273501517322,2943.612,3273.2969,3085.2258,3088.8752,32.07947,108.19013,3,COPDEM30,562
RGI2000-v7.0-G-11-00014,Glacier Sud de la Muzelle,0,11,11-01,G006104E44928N,752403,731,2003-08-13T00:00:00,6.103928750465549,44.927684,32,0.022294825649478,0,0,9,0,6.103805828753366,44.92708318133942,2940.154,3063.7112,2998.9885,3002.335,35.513523,207.66246032714844,6,COPDEM30,188
RGI2000-v7.0-G-11-00015,FR4N01166H08-10 de la Grande Montagne,0,11,11-01,G006112E44925N,752407,731,2003-08-13T00:00:00,6.111415539393278,44.9229435,32,0.313565150750198,0,0,9,0,6.116307257587085,44.92531840539356,2787.472,3183.1067,3049.475,3038.6355,30.07258,76.40073,3,COPDEM30,1116
RGI2000-v7.0-G-11-00016,FR4N01166H07 du Vallon de Lanchatra 1,0,11,11-01,G006116E44918N,752413,731,2003-08-13T00:00:00,6.114732929536672,44.9177615,32,0.049799895111552,0,0,9,0,6.119384786392746,44.918404676863226,2726.7322,3081.1946,2907.1294,2902.2075,37.85228,80.89176,3,COPDEM30,538
RGI2000-v7.0-G-11-00017,FR4N01171B02 Courbe 1,0,11,11-01,G006110E44916N,752404,731,2003-08-13T00:00:00,6.109355670454546,44.9172395,32,0.052805773529709,0,0,9,0,6.107512321357462,44.91772651587202,2940.5945,3097.044,3032.8242,3021.7422,28.999514,272.5707321166992,7,COPDEM30,371
RGI2000-v7.0-G-11-00018,"",0,11,11-01,G006110E44914N,752406,731,2003-08-13T00:00:00,6.109907027324466,44.913903000000005,32,0.02664241883172,0,0,9,0,6.109479814823298,44.914807012366936,3046.4766,3136.6392,3064.017,3080.259,21.003536,331.43556213378906,8,COPDEM30,332
RGI2000-v7.0-G-11-00019,FR4N01171B02 de Coin Charnier,0,11,11-01,G006112E44909N,752409,731,2003-08-13T00:00:00,6.111873123321123,44.908692,32,0.014538475578712,0,0,9,0,6.111113482470803,44.908902325502666,2957.8423,3108.5356,3048.4316,3041.756,41.66892,320.77268981933594,8,COPDEM30,195
RGI2000-v7.0-G-11-00020,FR4N01171D01 Ouest de la Haute Pisse,0,11,11-01,G006115E44905N,752414,731,2003-08-13T00:00:00,6.115920314811072,44.905479,32,0.046799741133561,0,0,9,0,6.117487623379353,44.90479327638202,2759.5076,2924.2986,2831.2654,2833.6614,31.801489,133.85457,4,COPDEM30,317
RGI2000-v7.0-G-11-00021,FR4N01166H06 du Vallon de Lanchatra,0,11,11-01,G006120E44915N,752415,731,2003-08-13T00:00:00,6.11802488035096,44.913261,32,0.433551420529707,0,0,9,0,6.1242457325431765,44.916356466475804,2534.9604,3038.6003,2802.125,2798.4492,28.324438,29.664078,2,COPDEM30,1063
RGI2000-v7.0-G-11-00022,FR4N01166H05 du Montagnon,0,11,11-01,G006139E44912N,752433,731,2003-08-13T00:00:00,6.138648166228893,44.9106215,32,0.513283928504325,0,0,9,0,6.130474928736627,44.91230282507192,2639.5447,3069.566,2828.7178,2830.5437,30.236235,347.73520278930664,1,COPDEM30,1494
RGI2000-v7.0-G-11-00023,Est de la Haute Pisse 1,0,11,11-01,G006140E44907N,752435,731,2003-08-13T00:00:00,6.139935576747644,44.907094,32,0.019060276266792,0,0,9,0,6.138571068726197,44.90632702429145,2765.067,2873.9788,2805.3066,2810.3223,20.533495,234.83943939208984,6,COPDEM30,315
RGI2000-v7.0-G-11-00024,FR4N01166G08 de la Tete des Liches 1,0,11,11-01,G006151E44911N,752443,731,2003-08-13T00:00:00,6.14855908631762,44.910499,32,0.024339391872923,0,0,9,0,6.152177577541755,44.911109493926446,2842.029,3077.4668,2998.5173,2993.536,32.805763,46.338734,2,COPDEM30,396
RGI2000-v7.0-G-11-00025,FR4N01166H04 de la Paroi Ouest des Liches 2,0,11,11-01,G006143E44914N,752438,731,2003-08-13T00:00:00,6.143944490313694,44.9139055,32,0.016682510951582,0,0,9,0,6.142293211718547,44.91409954531558,2815.2854,2955.5295,2872.7598,2876.7676,34.26912,306.21837997436523,8,COPDEM30,227
RGI2000-v7.0-G-11-00026,FR4N01166H02 de la Crete du Montagnon,0,11,11-01,G006146E44918N,752439,731,2003-08-13T00:00:00,6.146907168277778,44.9175355,32,0.059091422875113,0,0,9,0,6.1435178352394235,44.91813207705893,2794.737,3111.4346,2982.7507,2973.012,35.715076,315.8875160217285,8,COPDEM30,427
RGI2000-v7.0-G-11-00027,FR4N01166H03 de la Tete de Salude,0,11,11-01,G006148E44920N,752441,731,2003-08-13T00:00:00,6.147600988679245,44.919832,32,0.022402601264328,0,0,9,0,6.145046186830997,44.91978675446547,2806.9197,3009.1853,2931.007,2917.5603,37.18278,305.2945709228516,8,COPDEM30,318
RGI2000-v7.0-G-11-00028,FR4N01166G09 du Lac du Salude,0,11,11-01,G006152E44918N,752449,731,2003-08-13T00:00:00,6.151581826550387,44.9171015,32,0.027127363957907,0,0,9,0,6.1529624361641,44.917649375571514,2852.7239,3010.4626,2944.7168,2940.468,35.96448,72.82796,3,COPDEM30,221
RGI2000-v7.0-G-11-00029,"",0,11,11-01,G006149E44928N,752444,731,2003-08-13T00:00:00,6.148682606995484,44.9284325,32,0.03148883167553,0,0,9,0,6.148453107742198,44.929302131587136,3041.9282,3153.0005,3121.141,3113.6082,29.701065,356.5263216495514,1,COPDEM30,221
RGI2000-v7.0-G-11-00030,FR4N01166G14 du Pierroux W,0,11,11-01,G006149E44931N,752445,731,2003-08-13T00:00:00,6.149239908744605,44.930788,32,0.055936152110354,0,0,9,0,6.153116669708871,44.93234910475692,2713.265,3048.9487,2924.6614,2906.8428,39.252857,21.575527,1,COPDEM30,522
RGI2000-v7.0-G-11-00031,FR4N01166G13 du Pierroux (Centre),0,11,11-01,G006155E44930N,752452,731,2003-08-13T00:00:00,6.155471271843656,44.9300735,32,0.181413353122957,0,0,9,0,6.156492000013065,44.93312525477538,2595.638,3125.9912,2843.447,2860.0303,37.337765,11.922337,1,COPDEM30,798
RGI2000-v7.0-G-11-00032,FR4N01166G12 de la Paroi du Pierroux,0,11,11-01,G006159E44931N,752457,731,2003-08-13T00:00:00,6.158967587558275,44.9303075,32,0.012145394847156,0,0,9,0,6.15943968381194,44.93118230870556,2824.485,2929.769,2876.5596,2878.034,37.273727,344.4700918197632,1,COPDEM30,211
RGI2000-v7.0-G-11-00033,FR4N01166G11 du Pierroux (Est),0,11,11-01,G006162E44931N,752458,731,2003-08-13T00:00:00,6.16123315595463,44.929785499999994,32,0.023115639951322,0,0,9,0,6.162911892705538,44.93052490319296,2728.9185,2953.9949,2867.0571,2857.8962,41.243282,22.980637,2,COPDEM30,295
RGI2000-v7.0-G-11-00034,FR4N01166G01 Ouest de la Tete de Caborne,0,11,11-01,G006182E44911N,752469,731,2003-08-13T00:00:00,6.182275038939874,44.910714,32,0.012714559308991,0,0,9,0,6.18293771471685,44.911129953088064,2672.9487,2788.1482,2714.792,2720.8965,44.73318,356.7764246463776,1,COPDEM30,143
RGI2000-v7.0-G-11-00035,FR4N01166G04 de la Mariande/des Arias,0,11,11-01,G006175E44901N,752464,731,2003-08-13T00:00:00,6.175142298779877,44.9006665,32,0.119419981877428,0,0,9,0,6.174011499004094,44.90298554899525,2598.4536,3065.7058,2745.2432,2759.152,37.571037,327.0628471374512,8,COPDEM30,588
RGI2000-v7.0-G-11-00036,FR4N01166G04+05 de la Mariand,0,11,11-01,G006169E44900N,752462,731,2003-08-13T00:00:00,6.167978233875621,44.899418999999995,32,0.37958144686773,0,0,9,0,6.164344325896539,44.90164195152147,2541.6895,2976.0452,2708.3037,2717.1626,32.800743,0.5420162,1,COPDEM30,697
RGI2000-v7.0-G-11-00037,FR4N01171E01 du Grand Vallon 3,0,11,11-01,G006166E44895N,752461,731,2003-08-13T00:00:00,6.16723566176348,44.893929,32,0.104340409818566,0,0,9,0,6.163278956243936,44.89495836778989,2861.1665,3157.5298,2970.1165,2968.75,30.027016,276.1539993286133,7,COPDEM30,544
RGI2000-v7.0-G-11-00038,FR4N01171E02 du Petit Vallon,0,11,11-01,G006174E44892N,752463,731,2003-08-13T00:00:00,6.173611035327076,44.891884000000005,32,0.087072045739266,0,0,9,0,6.173731735747036,44.89004064194088,2974.875,3155.8677,3083.066,3075.083,25.582867,186.12538146972656,5,COPDEM30,418
RGI2000-v7.0-G-11-00039,FR4N01166F20 du Lac 1,0,11,11-01,G006178E44893N,752465,731,2003-08-13T00:00:00,6.176686905033494,44.892613,32,0.042376091918896,0,0,9,0,6.180863816814029,44.89288117850154,2871.452,3120.0967,3050.2617,3028.6316,33.977608,61.66629,2,COPDEM30,399
RGI2000-v7.0-G-11-00040,"",0,11,11-01,G006181E44889N,752468,731,2003-08-13T00:00:00,6.181633795426299,44.890476,32,0.024569440553424,0,0,9,0,6.182101812935905,44.89080324968418,2892.0793,3084.3364,3008.862,3000.069,38.780285,44.454174,2,COPDEM30,280
RGI2000-v7.0-G-11-00041,FR4N01166F20 du Lac 2,0,11,11-01,G006182E44890N,752471,731,2003-08-13T00:00:00,6.187385547444087,44.892845,32,0.040593131084655,0,0,9,0,6.188492761275464,44.893421579760144,2565.9026,2661.0889,2601.2986,2604.1653,19.69606,48.483192,2,COPDEM30,266
RGI2000-v7.0-G-11-00042,FR4N01166F21 du Bec de Canard,0,11,11-01,G006179E44896N,752466,731,2003-08-13T00:00:00,6.180103695093458,44.8963495,32,0.080086041604499,0,0,9,0,6.181422404219368,44.89663281127995,2864.0923,3146.4517,2961.1978,2984.8782,29.959053,79.12738,3,COPDEM30,499
RGI2000-v7.0-G-11-00043,Glacier d'Aiguille Rousse_1,0,11,11-01,G006181E44883N,752467,731,2003-08-13T00:00:00,6.181548270295202,44.8828075,32,0.026139577936505,0,0,9,0,6.183084326806443,44.883258381200086,2934.95,3061.5566,3022.0178,3018.1118,24.721436,77.12145,3,COPDEM30,235
RGI2000-v7.0-G-11-00044,FR4N01166F19 d'Aiguille Rousse 2,0,11,11-01,G006185E44882N,752470,731,2003-08-13T00:00:00,6.185177092682927,44.881729,32,0.0306416785256,0,0,9,0,6.185874034728694,44.88299044494913,2779.5083,3043.7075,2938.1536,2924.98,43.326096,38.96818,2,COPDEM30,339
RGI2000-v7.0-G-11-00045,FR4N01166F18 d'Entre Pierroux,0,11,11-01,G006195E44883N,752477,731,2003-08-13T00:00:00,6.193880365047611,44.88284899999999,32,0.481430750433931,0,0,9,0,6.1958113377060275,44.88648969937342,2294.5723,3056.973,2611.3518,2621.7722,37.148514,6.3198166,1,COPDEM30,1323
RGI2000-v7.0-G-11-00046,FR4N01171E04 de Font Turbat 1,0,11,11-01,G006197E44874N,752480,731,2003-08-13T00:00:00,6.196547136491306,44.8752645,32,0.048695616757706,0,0,9,0,6.193104372600698,44.87566800454915,2916.104,3120.16,2993.634,3004.8013,33.6757,232.29690551757807,6,COPDEM30,472
RGI2000-v7.0-G-11-00047,"",0,11,11-01,G006203E44865N,752485,731,2003-08-13T00:00:00,6.20290086380737,44.872783999999996,32,0.099410375186246,0,0,9,0,6.201953339102277,44.87044820606287,2924.542,3183.2346,3028.3948,3033.7983,32.357162,139.82361,4,COPDEM30,620
RGI2000-v7.0-G-11-00048,FR4N01166F17 de l'Aiguille de l'Olan,0,11,11-01,G006206E44880N,752486,731,2003-08-13T00:00:00,6.205441614463544,44.8792825,32,0.02468927698324,0,0,9,0,6.2064981066226474,44.879995129529384,2621.04,2819.3047,2722.495,2721.5823,47.252228,48.87491,2,COPDEM30,222
RGI2000-v7.0-G-11-00049,"",0,11,11-01,G006193E44870N,752475,731,2003-08-13T00:00:00,6.193385110254651,44.869559499999994,32,0.023602902023735,0,0,9,0,6.192194584210004,44.86901193077166,2629.0974,2701.2065,2660.0981,2662.5598,20.327047,268.2018280029297,7,COPDEM30,220
RGI2000-v7.0-G-11-00050,FR4N01166F16 des Sellettes W 1,0,11,11-01,G006204E44866N,752484,731,2003-08-13T00:00:00,6.202912278142589,44.864957000000004,32,0.680320056552022,0,0,9,0,6.210818038328456,44.86660235261992,2557.4126,3191.0105,2874.499,2903.4297,23.71142,55.21627,2,COPDEM30,1310
RGI2000-v7.0-G-11-00051,"",0,11,11-01,G006204E44865N,752488,731,2003-08-13T00:00:00,6.207303866204462,44.861774,32,0.045779265109544,0,0,9,0,6.208157467893581,44.86271233629936,2690.3433,2936.369,2785.2656,2794.9712,43.829586,67.35741,2,COPDEM30,346
RGI2000-v7.0-G-11-00052,FR4N01166F15 des Sellettes Superieur,0,11,11-01,G006206E44859N,752487,731,2003-08-13T00:00:00,6.20556459380099,44.8598655,32,0.016072894396423,0,0,9,0,6.2074674165772,44.85976191994147,2909.3313,3096.7534,3003.5737,3002.3037,51.903156,50.620296,2,COPDEM30,215
RGI2000-v7.0-G-11-00053,FR4N01166F14 des Sellettes E 2,0,11,11-01,G006210E44858N,752491,731,2003-08-13T00:00:00,6.210088230829237,44.8580585,32,0.01692210696907,0,0,9,0,6.2102489493770765,44.858421912306575,2849.678,3081.2886,2933.8882,2951.196,49.579876,38.92805,2,COPDEM30,226
RGI2000-v7.0-G-11-00054,FR4N01166F14 des Sellettes E 3,0,11,11-01,G006209E44857N,752489,731,2003-08-13T00:00:00,6.209485595057034,44.8566865,32,0.013228076838685,0,0,9,0,6.209948362809358,44.857012835645804,3029.2144,3178.4465,3108.0195,3106.615,50.022358,15.957312,1,COPDEM30,139
RGI2000-v7.0-G-11-00055,FR4N01166F14 des Sellettes E 4,0,11,11-01,G006214E44856N,752494,731,2003-08-13T00:00:00,6.213818094802021,44.85559,32,0.073228446587686,0,0,9,0,6.214937483110827,44.857206164988355,2915.4597,3175.1243,3091.6865,3081.6746,37.83901,25.354824,2,COPDEM30,289
RGI2000-v7.0-G-11-00056,FR4N01172B03 du Vallon 3,0,11,11-01,G006214E44851N,752493,731,2003-08-13T00:00:00,6.214176553472112,44.851828,32,0.057280149817531,0,0,9,0,6.210643026644422,44.85148120932647,2820.115,2963.0913,2888.3945,2888.8167,30.037556,217.00982666015625,6,COPDEM30,520
RGI2000-v7.0-G-11-00057,"",0,11,11-01,G006221E44851N,752499,731,2003-08-13T00:00:00,6.218642800551471,44.85002,32,0.049291510380565,0,0,9,0,6.216530825328388,44.84891911726608,2865.0723,3120.6633,2945.713,2974.4946,36.061832,249.70867156982425,7,COPDEM30,363
RGI2000-v7.0-G-11-00058,FR4N01172B03 du Vallon 2,0,11,11-01,G006222E44852N,752500,731,2003-08-13T00:00:00,6.221428566013988,44.851568,32,0.05288465602248,0,0,9,0,6.220662607110886,44.85006631751119,3140.6738,3333.4004,3259.2397,3253.4792,28.315844,213.1136779785156,6,COPDEM30,400
RGI2000-v7.0-G-11-00059,FR4N01172C01 de la Rouye 4,0,11,11-01,G006223E44847N,752502,731,2003-08-13T00:00:00,6.222827033847405,44.846776500000004,32,0.016223204348989,0,0,9,0,6.22372383814325,44.846057452788166,2688.8257,2794.1982,2753.7454,2749.3215,29.804314,151.5276,4,COPDEM30,192
RGI2000-v7.0-G-11-00060,de la Rouye 3,0,11,11-01,G006226E44847N,752504,731,2003-08-13T00:00:00,6.226138361407376,44.847159500000004,32,0.016652100719934,0,0,9,0,6.226317499482477,44.846458215446795,2682.8276,2766.9595,2716.3005,2718.7952,28.582403,152.07419,4,COPDEM30,162
RGI2000-v7.0-G-11-00061,de la Rouye 2,0,11,11-01,G006229E44849N,752505,731,2003-08-13T00:00:00,6.228975739089379,44.848418499999994,32,0.016807446346057,0,0,9,0,6.229724252705219,44.8477117486184,2694.5852,2775.9229,2732.106,2729.9646,27.477093,162.24907,5,COPDEM30,186
RGI2000-v7.0-G-11-00062,FR4N01172C01 de la Rouye 1,0,11,11-01,G006233E44850N,752507,731,2003-08-13T00:00:00,6.231791852925818,44.8496555,32,0.026990937985509,0,0,9,0,6.231738211497026,44.84901101352194,2750.8923,2855.7144,2798.8215,2796.876,34.2907,186.1029357910156,5,COPDEM30,186
RGI2000-v7.0-G-11-00063,FR4N01172C02 de Chalance,0,11,11-01,G006238E44850N,752512,731,2003-08-13T00:00:00,6.236780939314866,44.849665,32,0.010967378831296,0,0,9,0,6.236167463945247,44.84939719735946,2843.22,2891.2468,2871.544,2870.9617,25.350943,192.9141082763672,5,COPDEM30,125
RGI2000-v7.0-G-11-00064,FR4N01166F11-13 du Fond de la Muhande 1,0,11,11-01,G006243E44855N,752514,731,2003-08-13T00:00:00,6.237722647996541,44.8579315,32,1.606120230909728,0,0,9,0,6.233058436281167,44.86281431085693,2379.397,3236.499,2787.3823,2768.8435,31.67512,346.4132823944092,1,COPDEM30,2360
RGI2000-v7.0-G-11-00065,FR4N01172C04? de Porteras,0,11,11-01,G006248E44849N,752525,731,2003-08-13T00:00:00,6.248829446750903,44.8496405,32,0.024257660234566,0,0,9,0,6.247405127255808,44.848005345397084,2787.366,2895.872,2841.918,2838.0806,31.998245,240.05655670166016,6,COPDEM30,280
RGI2000-v7.0-G-11-00066,FR4N01172D01 du Lauzon,0,11,11-01,G006254E44852N,752531,731,2003-08-13T00:00:00,6.252801482835821,44.85212,32,0.019307256981001,0,0,9,0,6.253819715092477,44.85130789638006,2900.6929,3012.9854,2966.191,2962.6467,36.346794,137.39925,4,COPDEM30,170
RGI2000-v7.0-G-11-00067,FR4N01172D02 de la Grande Roche,0,11,11-01,G006259E44856N,752538,731,2003-08-13T00:00:00,6.257514837230869,44.855256499999996,32,0.067389506211601,0,0,9,0,6.2598868385312505,44.855990227074074,2756.7192,3010.8105,2828.3662,2834.5425,34.68696,110.02758,3,COPDEM30,327
RGI2000-v7.0-G-11-00068,Glacier de la Grande Roche_1_1,0,11,11-01,G006260E44860N,752542,731,2003-08-13T00:00:00,6.260558915279696,44.8597495,32,0.033193211511483,0,0,9,0,6.261767080459614,44.85899874380499,2785.112,2992.9448,2888.347,2882.6843,38.333645,142.23857,4,COPDEM30,280
RGI2000-v7.0-G-11-00069,FR4N01166F11-13 du Fond de la Muhande 2,0,11,11-01,G006255E44863N,752533,731,2003-08-13T00:00:00,6.254474433141937,44.863061,32,0.068135949097752,0,0,9,0,6.251180281631861,44.86434590243597,3035.328,3322.5588,3188.3752,3187.2993,39.13548,264.61183166503906,7,COPDEM30,471
RGI2000-v7.0-G-11-00070,FR4N01166F09 Versant Nord Ouest,0,11,11-01,G006251E44868N,752530,731,2003-08-13T00:00:00,6.252015176855965,44.868418500000004,32,0.038964541107142,0,0,9,0,6.250709631305742,44.86955436998853,3071.7278,3307.0283,3186.937,3188.2192,41.81041,308.7804336547852,8,COPDEM30,321
RGI2000-v7.0-G-11-00071,FR4N01166F08 de la Lavey (Sud),0,11,11-01,G006258E44881N,752528,731,2003-08-13T00:00:00,6.249759521091908,44.874182000000005,32,0.195412749027226,0,0,9,0,6.248861882770908,44.87606585810596,2767.7205,3267.992,2864.4414,2919.7646,31.09031,321.08034896850586,8,COPDEM30,838
RGI2000-v7.0-G-11-00072,"",0,11,11-01,G006260E44873N,752540,731,2003-08-13T00:00:00,6.260244192467944,44.873196,32,1.4739976201535,0,0,9,0,6.274598798430894,44.87846078391185,2784.3381,3543.6636,3295.7534,3253.1692,22.480907,77.04284,3,COPDEM30,2410
RGI2000-v7.0-G-11-00073,FR4N01166F07 de la Lavey (Nord),0,11,11-01,G006259E44882N,752539,731,2003-08-13T00:00:00,6.257949656896479,44.881741000000005,32,0.314349501115114,0,0,9,0,6.25490056776437,44.88052366774328,2998.6936,3314.3735,3160.148,3163.4492,26.308321,254.55957794189453,7,COPDEM30,613
RGI2000-v7.0-G-11-00074,FR4N01166D23 de l'Ane,0,11,11-01,G006269E44882N,752550,731,2003-08-13T00:00:00,6.268802624999999,44.8821085,32,0.120572917862451,0,0,9,0,6.272704163654007,44.88170166286312,2935.6326,3251.781,3058.4387,3068.5098,26.256548,97.10934,3,COPDEM30,721
RGI2000-v7.0-G-11-00075,FR4N01166D25 du Col de Clot Chatel,0,11,11-01,G006275E44887N,752559,731,2003-08-13T00:00:00,6.275974408333333,44.8866765,32,0.012636726015402,0,0,9,0,6.276480749091421,44.88605657595775,3082.412,3160.1748,3122.7212,3122.1624,27.967834,175.38098,5,COPDEM30,172
RGI2000-v7.0-G-11-00076,FR4N01166D28 de Clot Chatel (Sud),0,11,11-01,G006283E44893N,752566,731,2003-08-13T00:00:00,6.283195775227338,44.8932685,32,0.018744005974572,0,0,9,0,6.284199548644899,44.892992674782555,3039.5105,3190.2183,3105.4023,3107.6604,39.832493,129.51588,4,COPDEM30,206
RGI2000-v7.0-G-11-00077,FR4N01166D26 de Clot Chatel (NE) 2,0,11,11-01,G006286E44899N,752574,731,2003-08-13T00:00:00,6.287691827072106,44.8975025,32,0.060313036600342,0,0,9,0,6.288778664101213,44.89647645425783,2822.3718,3006.8296,2893.7236,2898.7192,33.23463,103.4941,3,COPDEM30,225
RGI2000-v7.0-G-11-00078,FR4N01166D26 de Clot Chatel (NE) 1,0,11,11-01,G006283E44899N,752567,731,2003-08-13T00:00:00,6.283103180281231,44.8991945,32,0.044941387446509,0,0,9,0,6.285764904291521,44.899469289877096,3047.3416,3308.17,3185.2817,3174.8054,42.97648,91.81303,3,COPDEM30,322
RGI2000-v7.0-G-11-00079,FR4N01166D30 de la Cime de l'Enc,0,11,11-01,G006285E44903N,752568,731,2003-08-13T00:00:00,6.283920821983937,44.902936999999994,32,0.053807912519778,0,0,9,0,6.2870167122304625,44.90207530102809,3142.0425,3378.5398,3242.7568,3250.4224,38.001995,133.50887,4,COPDEM30,417
RGI2000-v7.0-G-11-00080,FR4N01166E04 du Col de l'Encoula 1,0,11,11-01,G006279E44902N,752562,731,2003-08-13T00:00:00,6.279122460954886,44.9017895,32,0.119146253894118,0,0,9,0,6.276673550178874,44.903858752955855,3051.8928,3470.7085,3247.8179,3244.688,41.849403,316.56250381469727,8,COPDEM30,531
RGI2000-v7.0-G-11-00081,FR4N01166E03 de Petit Pierre,0,11,11-01,G006279E44906N,752563,731,2003-08-13T00:00:00,6.279990579857946,44.905744999999996,32,0.051845743927381,0,0,9,0,6.277194354204221,44.90555685510651,3095.3818,3378.8865,3279.4993,3268.7563,36.538383,261.4386444091797,7,COPDEM30,420
RGI2000-v7.0-G-11-00082,FR4N01166E02 de la Cime de l'Encoula,0,11,11-01,G006277E44909N,752560,731,2003-08-13T00:00:00,6.276924081062574,44.908756,32,0.029570362057036,0,0,9,0,6.274001445665803,44.90826202987546,2922.5393,3129.914,3000.3774,3010.0295,40.22536,304.23279571533203,8,COPDEM30,433
RGI2000-v7.0-G-11-00083,FR4N01166D33+32 de l'Encoula,0,11,11-01,G006285E44911N,752569,731,2003-08-13T00:00:00,6.284279956522121,44.911293,32,0.289842070686253,0,0,9,0,6.28805187731366,44.91543774635889,2561.781,3211.7048,2811.3853,2852.0635,32.778217,24.135098,2,COPDEM30,1074
RGI2000-v7.0-G-11-00084,Glacier de l'Encoula_2,0,11,11-01,G006289E44911N,752575,731,2003-08-13T00:00:00,6.289074661532912,44.910782,32,0.072172589345186,0,0,9,0,6.289893521924679,44.91265249416564,2708.2156,3033.1064,2853.6519,2856.3435,36.92422,16.784714,1,COPDEM30,450
