rgi_id,glacier_name,surge_type,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,term_type,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_sec,dem_source,lmax_m,EastWest,SouthNorth,ela,gradabl,gradacc,ela_std,gradabl_std,gradacc_std,dhdt_mean,dhdt_std,vel_ensemble_year0,vel_ensemble_year10,vel_ensemble_year20,smb_ensemble_year0,smb_ensemble_year10,smb_ensemble_year20,smb_ensemble_mean,smb_ensemble_std,dhdt_ensemble_mean,dhdt_ensemble_std,Mean_velsurf_mag,Std_velsurf_mag,Min_velsurf_mag,Q1_velsurf_mag,Median_velsurf_mag,Q3_velsurf_mag,Max_velsurf_mag,Mean_velsurfobs_mag,Std_velsurfobs_mag,Min_velsurfobs_mag,Q1_velsurfobs_mag,Median_velsurfobs_mag,Q3_velsurfobs_mag,Max_velsurfobs_mag,MAE_velsurf_mag,n_obs_thk,coverage_pct,Mean_thk_model_at_obs,Std_thk_model_at_obs,Mean_thk_obs,Std_thk_obs,MAE_thk,Bias_thk,RMSE_thk,MedianAE_thk,Q95AE_thk,Min_thk_obs,Q1_thk_obs,Median_thk_obs,Q3_thk_obs,Max_thk_obs,eos_sla_mean,eos_sla_n,country,ela_wgmsglamos,ela_source,gradabl_wgmsglamos,gradabl_source,gradacc_wgmsglamos,gradacc_source,annual_mass_balance,annual_mass_balance_std,annual_mass_balance_source,n_years
RGI2000-v7.0-G-11-02954,Presanella,0,11,11-01,G010662E46230N,755457,731,2003-07-30T00:00:00,10.6621,46.2294,32,1.4130,0,0,9,0,10.6643,46.2368,2454.0544,3218.4294,2781.3960,2762.1250,25.9002,1,COPDEM30,1985,-0.2904,0.9569,2883,10.6469,2.6822,227.4705,4.3348,2.2266,-0.6256,3.5452,1.3570,1.5849,3.0990,-1.4285,-0.4735,-0.0465,-0.6495,1.1290,-0.3886,0.4373,3.4401,2.7127,0.0000,0.9797,2.9868,5.8637,10.8628,4.8239,3.2636,0.0000,2.2044,4.2012,6.9941,19.2408,3.1033,0,0.0000,,,,,,,,,,,,,,,2719.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00623,Château Blanc,0,11,11-01,G007031E45650N,753083,731,2003-08-13T00:00:00,7.0310,45.6497,32,1.4035,0,0,9,0,7.0338,45.6586,2718.9100,3358.9470,3084.5830,3072.2874,21.1939,2,COPDEM30,1636,0.8042,0.5943,3252,5.7994,1.6577,229.9402,4.8068,2.2372,-0.6615,1.6864,1.4095,0.8524,0.6415,-0.8625,-0.8821,-0.7488,-0.8311,1.1967,-0.6338,0.2874,3.2433,1.9156,0.0000,1.7054,3.6959,4.6959,7.0911,4.0619,4.5352,0.0000,1.9232,2.8182,4.3956,38.3408,2.9199,0,0.0000,,,,,,,,,,,,,,,3040.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00931,Schaligletscher-W-I,0,11,11-01,G007715E46092N,753653,731,2003-08-13T00:00:00,7.7135,46.0887,32,1.4034,0,0,9,0,7.7195,46.0799,2856.1763,4008.5098,3373.3066,3373.7178,31.7755,4,COPDEM30,2241,0.6481,-0.7615,3120,6.9918,2.3076,304.5123,7.0735,1.6761,-0.5301,4.0666,16.3553,14.8313,14.8720,0.5266,0.0519,0.0690,0.2159,0.4777,-0.1646,0.3521,14.6949,11.6360,0.0000,4.9000,11.5801,25.0255,42.5799,24.9327,20.9350,0.0000,4.1875,20.0816,45.4527,64.2591,17.0241,237,10.5193,29.7354,12.4742,40.9707,12.9548,15.0015,-11.2353,18.1948,14.2795,32.0616,7.0000,32.6000,42.1818,48.6667,74.1538,3313.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03393,Schwarzenberg Ferner,0,11,11-01,G011115E47043N,755814,731,2003-07-30T00:00:00,11.1093,47.0446,32,1.3972,0,0,9,0,11.1088,47.0358,2743.3499,3451.0380,3092.2780,3083.7320,17.3125,4,COPDEM30,2185,0.7124,-0.7017,3203,8.6914,2.0781,109.5327,4.0773,2.1145,-0.9950,1.5246,4.0081,2.5810,1.8399,-1.1436,-1.2789,-1.1856,-1.2027,1.0696,-1.0919,0.6202,5.2119,3.4017,0.0000,2.0144,5.5165,7.7933,12.6286,7.3005,6.3541,0.0000,2.7455,5.5161,9.9532,37.0493,4.0907,0,0.0000,,,,,,,,,,,,,,,3061.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03947,Neves Est (Neves) / Östl. Neveser,0,11,11-01,G011797E46984N,755931,731,2003-08-24T00:00:00,11.7967,46.9838,32,1.3969,0,0,9,0,11.7993,46.9764,2628.1338,3249.3970,3025.8208,3001.0510,21.8810,5,COPDEM30,1842,-0.0036,-1.0000,3038,9.0769,2.4205,255.2068,5.0810,2.2880,-0.6144,5.5431,2.0710,1.8124,2.4929,-0.4515,-0.4793,-0.0052,-0.3120,1.2294,-0.1906,0.6065,3.6146,2.6413,0.0000,1.3829,3.4395,5.7124,10.1275,5.6995,5.8909,0.0000,2.0146,3.7512,6.8330,28.3066,3.7320,0,0.0000,,,,,,,,,,,,,,,2997.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03977,Stampfl Kees,0,11,11-01,G011639E47017N,755884,731,2003-08-24T00:00:00,11.6393,47.0164,32,1.3875,0,0,9,0,11.6358,47.0074,2796.8290,3267.5652,2981.6820,2984.3320,16.5079,5,COPDEM30,2477,0.1637,-0.9865,3218,5.7427,1.9061,230.9307,4.4647,2.3349,-0.8200,5.0914,0.7725,0.5783,0.5116,-0.8344,-0.8866,-0.9350,-0.8853,0.9897,-0.7217,0.5882,1.4581,1.3658,0.0000,0.3615,0.9996,2.3327,7.5628,4.4008,4.9854,0.0000,1.7085,3.1147,5.1884,37.6067,3.2824,0,0.0000,,,,,,,,,,,,,,,2984.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03814,Kaeferfeld Kees,0,11,11-01,G012309E47147N,756160,731,2003-08-24T00:00:00,12.3086,47.1465,33,1.3814,0,0,9,0,12.3170,47.1476,2543.3162,3220.7217,2833.8774,2853.2744,28.9782,2,COPDEM30,1930,0.7346,0.6785,2977,6.3867,2.2995,290.9430,4.7075,2.4535,-0.4097,4.8711,0.7875,0.5229,0.7524,-0.9768,-0.7866,-0.0118,-0.5917,1.2787,-0.2924,0.4787,1.2464,1.0085,0.0000,0.3591,1.0615,1.9538,4.6050,2.6417,2.0044,0.0000,1.2319,2.4206,3.3610,13.5662,1.5448,0,0.0000,,,,,,,,,,,,,,,2784.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03123,,0,11,11-01,G010822E46874N,755585,731,2003-07-30T00:00:00,10.8006,46.8547,32,1.3749,0,0,9,0,10.8130,46.8483,2810.4148,3452.5945,3149.2053,3138.9312,21.0983,3,COPDEM30,1998,0.9908,-0.1357,3333,6.8841,1.7465,227.7512,4.6111,2.0627,-0.8734,1.6328,1.1054,0.6894,0.5997,-0.9168,-0.9336,-0.4783,-0.7762,0.9009,-0.6258,0.3446,1.5084,1.1615,0.0000,0.5876,1.4431,2.2177,6.3878,3.1146,2.0315,0.0000,1.8588,2.6929,4.0347,10.7891,1.9242,0,0.0000,,,,,,,,,,,,,,,3143.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02961,Nardis Ovest,0,11,11-01,G010658E46213N,755454,731,2003-07-30T00:00:00,10.6580,46.2133,32,1.3743,0,0,9,0,10.6707,46.2045,2780.6800,3466.0479,3180.1497,3160.5400,20.3598,4,COPDEM30,2224,0.7173,-0.6968,3313,8.3202,1.6267,175.2520,5.0163,2.1091,-0.8685,1.4731,3.0073,1.7128,1.2250,-0.7509,-0.7565,-0.5250,-0.6774,0.5514,-0.6364,0.3424,2.1304,2.0928,0.0000,0.3341,1.4975,3.3985,8.6713,3.6442,2.6252,0.0000,1.9385,3.0330,4.7321,16.3313,2.2064,0,0.0000,,,,,,,,,,,,,,,3197.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03137,,0,11,11-01,G010866E46921N,755633,731,2003-07-30T00:00:00,10.8664,46.9207,32,1.3690,0,0,9,0,10.8766,46.9233,2845.0176,3409.6086,3070.2986,3097.6455,18.9143,2,COPDEM30,1906,0.7559,0.6547,3204,7.0144,0.9421,179.4745,4.2145,1.8856,-0.7502,1.5230,0.6891,0.4909,0.4571,-0.9367,-0.9487,-0.5946,-0.8267,0.9035,-0.6363,0.3660,1.3317,0.9231,0.0000,0.5835,1.1516,2.1782,4.1200,3.1158,2.4881,0.0000,1.4354,2.4008,4.2697,21.9928,1.9562,13,0.5925,44.5956,12.7701,40.1538,16.0185,15.9015,4.4417,20.1670,8.9165,37.2608,14.0000,30.0000,37.0000,51.0000,68.0000,3094.0000,16.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03619,Oedenwinkel Kees,0,11,11-01,G012646E47110N,756256,731,2003-08-24T00:00:00,12.6464,47.1101,33,1.3674,0,0,9,0,12.6403,47.1177,2237.9120,3027.7756,2553.7554,2571.2800,24.2825,1,COPDEM30,2739,-0.3239,0.9461,2960,5.7329,1.8693,247.1819,3.4306,2.4730,-0.6709,5.8425,0.6861,0.2899,0.2659,-2.5170,-2.3239,-1.2482,-2.0297,2.0784,-0.9942,0.2455,1.1351,0.8140,0.0000,0.4677,0.9802,1.6531,3.6435,4.3399,4.3598,0.0000,1.7902,3.2142,6.0821,54.1082,3.2343,49,2.2323,50.2403,26.0493,96.4694,28.6131,47.1094,-46.2291,56.0022,44.5684,99.9803,34.0000,82.0000,90.0000,119.0000,170.0000,2360.0000,6.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02872,Vedretta Alta / Hohenferner,0,11,11-01,G010681E46458N,755477,731,2003-07-30T00:00:00,10.6814,46.4576,32,1.3673,0,0,9,0,10.6847,46.4659,2701.9920,3304.4998,3051.5806,3043.4250,17.4029,1,COPDEM30,1623,-0.2882,0.9576,3176,7.7141,1.4787,224.8779,4.3593,2.1580,-0.8798,1.1490,1.4878,1.0081,0.7669,-0.9522,-1.0326,-0.7504,-0.9117,0.9118,-0.7911,0.3915,2.1895,1.0803,0.0000,1.5525,2.5505,2.9956,3.8738,3.5204,2.0727,0.0000,1.9771,3.2863,4.7887,13.6214,1.6351,296,13.5222,28.3808,8.2355,27.4651,6.3492,6.8908,0.9157,8.7697,5.4511,17.7174,14.0000,22.9375,26.0000,30.7500,44.3333,3031.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03351,Vedretta Malavalle,0,11,11-01,G011153E46956N,755835,731,2003-08-24T00:00:00,11.1512,46.9575,32,1.3655,0,0,9,0,11.1388,46.9534,2734.5022,3301.6260,2968.8264,2973.9065,19.0708,7,COPDEM30,2175,-0.9832,-0.1827,3178,6.0312,1.7917,239.0384,3.5696,2.7030,-0.9883,1.6714,0.5513,0.2782,0.2078,-1.2420,-1.2627,-0.7315,-1.0787,0.9738,-0.8083,0.2527,1.1294,1.1082,0.0000,0.2693,0.7601,1.6889,5.3379,3.1496,2.2298,0.0000,1.7333,2.5555,4.1056,11.1789,2.2069,0,0.0000,,,,,,,,,,,,,,,2974.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00385,FR4N01146C30+C32+C33 des Sonnailles/des Nants,0,11,11-01,G006747E45337N,752757,731,2003-08-13T00:00:00,6.7433,45.3364,32,1.3627,0,0,9,0,6.7396,45.3425,3106.5813,3548.4920,3418.5144,3408.9895,14.0347,8,COPDEM30,1837,-0.7868,0.6172,3304,14.4496,10.0332,63.7344,7.2741,1.4894,-0.3210,1.4245,12.0379,14.3945,14.0325,1.3816,0.3259,0.1879,0.6318,0.4905,-0.3861,0.4242,12.4479,8.6586,0.0000,4.5370,12.2162,20.2169,31.8273,20.8366,24.2954,0.0000,5.4030,10.6710,25.9072,121.3104,20.5995,0,0.0000,,,,,,,,,,,,,,,3422.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02374,PLATTAS GLATSCHER DA-E,0,11,11-01,G008914E46623N,754650,731,2003-08-13T00:00:00,8.9133,46.6261,32,1.3449,0,0,9,0,8.9062,46.6332,2588.3520,3146.3188,2938.5503,2911.1636,16.4789,8,COPDEM30,1681,-0.6764,0.7365,3017,10.1522,4.4226,110.3190,5.2660,2.2161,-0.8124,2.9011,4.9589,4.1425,3.5804,-0.5468,-0.5858,-0.5345,-0.5557,0.6307,-0.6034,0.5547,4.2017,2.7671,0.0000,2.3686,4.0234,6.2036,10.4172,5.5052,6.9949,0.0000,2.1059,2.9411,5.0457,37.5216,4.9437,103,4.7796,44.9301,15.4184,52.7241,25.8286,16.6197,-7.7940,25.7456,10.0339,67.4217,12.0000,34.5038,51.8571,61.0625,125.0000,2909.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00482,Nel,0,11,11-01,G007158E45421N,753234,731,2003-08-13T00:00:00,7.1630,45.4205,32,1.3343,0,0,9,0,7.1586,45.4287,2773.9820,3312.8818,3009.4020,3004.7170,26.7105,2,COPDEM30,2327,0.6626,0.7489,3100,7.3663,2.4629,227.3346,5.9532,2.1205,-0.5162,2.4203,0.9877,0.7626,0.9055,-0.7796,-0.3089,-0.0784,-0.3890,0.9272,-0.2787,0.4421,1.7394,1.2430,0.0000,0.5994,1.8403,2.6097,4.7567,5.7789,5.8469,0.0000,2.8562,4.6442,6.6677,49.8081,3.8871,0,0.0000,,,,,,,,,,,,,,,3009.0000,15.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01021,,0,11,11-01,G007385E46017N,753398,731,2003-08-13T00:00:00,7.3858,46.0183,32,1.3289,0,0,9,0,7.3981,46.0260,2483.3735,3361.6028,3011.8240,2971.5283,27.4191,1,COPDEM30,2233,0.3494,0.9370,3178,5.7483,2.2790,205.9777,4.3625,2.4656,-0.7255,3.1956,2.2453,1.4240,1.2381,-0.8820,-0.8774,-0.4140,-0.7245,0.8854,-0.5635,0.3098,2.4719,2.2043,0.0000,0.7158,2.0306,3.6449,12.4257,3.4745,2.1255,0.0000,2.0696,3.1620,4.4456,11.9148,2.3847,84,3.9381,27.3781,14.5058,41.0516,14.8609,24.1706,-13.6734,27.6904,25.8571,44.5028,15.0000,30.0000,40.3875,55.0625,63.2000,2986.0000,16.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02953,,0,11,11-01,G010661E46229N,755449,731,2003-07-30T00:00:00,10.6441,46.2240,32,1.3225,0,0,9,0,10.6517,46.2318,2589.9692,3429.1584,2970.0613,2942.1558,22.7042,8,COPDEM30,2106,-0.4312,0.9023,3247,5.9933,1.7860,183.6037,3.6703,2.2127,-0.8204,1.6409,1.5431,0.9564,0.9546,-1.3877,-1.1101,-0.7171,-1.0716,0.5979,-0.8323,0.2180,1.3220,1.0602,0.0000,0.2973,1.1894,2.1955,4.3363,3.3780,3.5078,0.0000,1.4586,2.3621,3.5205,22.2863,2.5881,0,0.0000,,,,,,,,,,,,,,,2974.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01132,ROSSBODEGLETSCHER,0,11,11-01,G008006E46177N,754004,731,2003-08-13T00:00:00,8.0058,46.1798,32,1.3210,0,0,9,0,8.0115,46.1901,2300.1746,3904.0298,3063.9150,3009.9940,30.0277,2,COPDEM30,2561,0.5651,0.8250,3298,1.6448,1.4567,292.6975,4.0150,1.8901,-0.3028,6.0114,4.5354,3.3580,3.3729,-0.2933,-0.2349,-0.2104,-0.2462,0.8066,-0.3417,0.5557,5.6029,6.6701,0.0000,0.8487,2.8093,8.2720,34.6773,11.6226,11.8291,0.0000,2.0037,6.4355,18.6374,40.8021,9.0214,57,2.6748,31.5540,13.1406,62.2556,29.4763,35.6719,-30.7016,43.9559,23.2673,75.8618,10.2500,39.9000,55.7273,95.0000,117.0000,3041.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02913,Venezia,0,11,11-01,G010628E46410N,755434,731,2003-07-30T00:00:00,10.6303,46.4150,32,1.3157,0,0,9,0,10.6408,46.4136,2920.5920,3680.4478,3259.0183,3278.0981,24.9125,3,COPDEM30,2178,0.9326,0.3608,3319,7.1946,1.2608,167.9123,4.9633,1.6335,-0.6778,2.1166,1.0202,1.0296,1.1448,-0.3539,-0.3440,-0.2459,-0.3146,0.4201,-0.3180,0.3673,1.5528,1.1167,0.0000,0.4894,1.4720,2.4889,5.0728,3.9705,5.8130,0.0000,1.1880,2.0590,3.9969,73.1504,2.8716,0,0.0000,,,,,,,,,,,,,,,3211.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02912,Vedretta Rossa,0,11,11-01,G010637E46406N,755438,731,2003-07-30T00:00:00,10.6331,46.4064,32,1.3106,0,0,9,0,10.6470,46.4111,2770.1430,3634.0964,3349.7588,3307.7388,25.1335,2,COPDEM30,1682,0.5534,0.8329,3340,6.1013,0.7733,291.6612,5.4293,1.8701,-0.5147,2.4700,2.3096,1.0489,0.9543,-0.4262,-0.2058,-0.0783,-0.2367,0.3183,-0.2883,0.2264,1.7372,2.5331,0.0000,0.0372,0.2265,2.6799,11.0696,2.8260,1.7394,0.0000,1.6081,2.5645,3.7932,10.0817,2.3835,0,0.0000,,,,,,,,,,,,,,,3300.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02455,Osand  (Sabbione Nord ),0,11,11-01,G008297E46408N,754269,731,2003-08-13T00:00:00,8.3001,46.4087,32,1.3030,0,0,9,0,8.3221,46.4121,2578.7402,3150.3213,2826.8130,2845.6167,18.5573,2,COPDEM30,2419,0.7188,0.6952,3180,7.8333,1.8976,257.9920,3.9198,2.3757,-1.2850,3.5304,0.8198,0.4244,0.2601,-2.6048,-1.8034,-1.4930,-1.9671,1.8257,-1.2324,0.3754,1.6144,1.3215,0.0000,0.5244,1.2893,2.5789,7.0592,4.9399,4.7418,0.0000,1.7661,3.2684,7.1492,27.3309,3.3856,0,0.0000,,,,,,,,,,,,,,,2830.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01166,BIDERGLETSCHER,0,11,11-01,G007885E46125N,753849,731,2003-08-13T00:00:00,7.8883,46.1296,32,1.3029,0,0,9,0,7.8998,46.1363,2672.6123,3589.3757,3193.0322,3201.6326,26.4296,2,COPDEM30,2145,0.8709,0.4914,3335,6.4448,1.7863,280.3263,4.1950,2.1482,-0.3583,3.5138,1.7401,1.7105,1.8471,-0.4991,-0.4440,-0.3028,-0.4153,0.6125,-0.3918,0.5064,2.0890,1.9635,0.0000,0.6156,1.6788,2.8371,10.8266,4.9532,4.3900,0.0000,1.6806,3.1910,7.4710,20.0762,3.3812,13,0.6262,29.6295,19.3333,73.8968,35.6628,44.2672,-44.2672,50.8029,41.8714,85.3862,29.4000,42.0833,54.5000,107.5455,120.8000,3157.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00744,ORNY GLACIER D',0,11,11-01,G007045E45994N,753094,731,2003-08-13T00:00:00,7.0466,45.9951,32,1.2961,0,0,9,0,7.0707,46.0007,2646.2212,3245.2144,2933.7610,2944.0120,14.6021,2,COPDEM30,2742,0.7398,0.6728,3247,5.8542,2.3654,115.6544,2.2050,2.1403,-1.0786,1.0637,3.2345,2.0947,1.1942,-1.5234,-1.5998,-1.4127,-1.5120,0.7927,-1.3486,0.4081,4.3426,3.6672,0.0000,0.6518,4.0565,7.1975,12.6121,4.6809,3.6999,0.0000,2.2920,3.7205,6.1410,24.6702,3.4866,185,8.8729,55.3331,29.4185,79.2426,32.9064,28.4136,-23.9094,35.3132,24.4737,66.0614,8.4483,57.0000,76.0833,106.0833,138.0000,3016.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00553,FR4N01153B14+B15 des Sources de l'Arc 3,0,11,11-01,G007170E45398N,753239,731,2003-08-13T00:00:00,7.1744,45.4004,32,1.2939,0,0,9,0,7.1590,45.3969,2726.3540,3397.8557,3108.1836,3091.3164,17.6768,7,COPDEM30,2365,-0.9860,-0.1670,3273,8.3666,3.0000,217.9634,4.9736,2.0130,-0.6875,1.1040,1.3111,1.0734,0.9301,-0.5562,-0.5480,-0.4846,-0.5296,0.4308,-0.5386,0.3409,1.8220,1.4360,0.0000,0.5301,1.5629,3.0340,5.1784,4.7065,4.1805,0.0000,2.0276,3.8885,6.0279,27.3781,3.0209,0,0.0000,,,,,,,,,,,,,,,3097.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01157,KINGLETSCHER-N,0,11,11-01,G007851E46089N,753770,731,2003-08-13T00:00:00,7.8496,46.0880,32,1.2800,0,0,9,0,7.8233,46.0883,2981.9807,4381.5156,3639.2437,3612.2874,27.6269,7,COPDEM30,2905,-0.9684,0.2495,3344,4.7204,0.3059,225.6387,4.2534,0.9727,-0.2887,3.9467,6.9089,5.7973,5.5996,-0.1456,-0.1643,-0.1012,-0.1370,0.4116,-0.2446,0.3422,8.3080,5.8301,0.0000,3.2516,7.1956,13.2163,20.7446,15.4353,15.3539,0.0000,3.9482,7.9871,23.5013,77.0864,9.6296,170,8.4117,39.2492,13.9604,69.4332,32.4456,30.7274,-30.1840,39.3538,26.2898,79.5000,14.1000,43.7083,59.1944,92.9394,130.7273,3559.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01422,FR4N01146B18 des Volnets,0,11,11-01,G006763E45424N,752778,731,2003-08-13T00:00:00,6.7669,45.4217,32,1.2774,0,0,9,0,6.7687,45.4275,2584.0923,3302.4949,2962.1655,2965.7546,28.2693,2,COPDEM30,1395,0.5749,0.8182,3167,6.0995,1.8248,290.2945,4.7301,2.1989,-0.6450,3.6599,1.4188,0.7249,0.8628,-1.0813,-0.9422,-0.2492,-0.7575,1.3606,-0.4667,0.3358,2.6696,1.7951,0.0000,1.2099,2.3486,4.1609,6.5843,2.8208,3.0669,0.0000,1.3553,2.0737,3.2973,29.6381,1.7071,0,0.0000,,,,,,,,,,,,,,,2959.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00886,Mont Braoulè,0,11,11-01,G007526E45948N,753493,731,2003-08-13T00:00:00,7.5256,45.9482,32,1.2758,0,0,9,0,7.5287,45.9401,2832.7390,3465.1692,3094.7760,3113.3123,18.5429,4,COPDEM30,2272,0.4122,-0.9111,3253,8.1775,0.9788,177.5419,3.9876,1.8495,-0.9987,1.4679,0.2868,0.1934,0.1499,-0.9766,-1.0468,-1.0088,-1.0107,1.0100,-0.7193,0.3699,0.2586,0.3396,0.0000,0.0591,0.1546,0.3173,2.6412,3.7796,2.8135,0.0000,1.9290,3.1912,4.7587,16.8305,3.5183,0,0.0000,,,,,,,,,,,,,,,3073.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02867,Grames / Gramsen,0,11,11-01,G010715E46468N,755506,731,2003-07-30T00:00:00,10.7145,46.4684,32,1.2686,0,0,9,0,10.7113,46.4768,2846.8943,3316.1716,3092.9558,3088.1930,16.8027,1,COPDEM30,1786,0.1967,0.9805,3292,7.5839,2.2110,173.5760,3.8358,2.3288,-0.9723,1.1059,2.4570,1.2739,0.9151,-1.5170,-1.4757,-0.9717,-1.3215,1.1584,-0.9803,0.4598,1.9089,1.4834,0.0000,0.5876,1.7049,3.1701,5.1282,3.1879,1.5722,0.0000,2.0894,3.0810,4.1298,8.3562,1.5684,0,0.0000,,,,,,,,,,,,,,,3094.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02380,DAVOS LA BUORA GL. DA,0,11,11-01,G008887E46613N,754638,731,2003-08-13T00:00:00,8.8867,46.6171,32,1.2686,0,0,9,0,8.8808,46.6235,2606.0732,3104.6233,2882.4495,2867.6816,15.9681,1,COPDEM30,1818,-0.2841,0.9588,3149,6.3379,2.0051,248.5562,3.1772,2.4588,-0.8159,1.7984,1.7410,1.0069,0.5539,-1.1173,-1.1223,-1.0498,-1.0965,0.4258,-0.9969,0.3177,2.1842,1.5354,0.0000,0.8925,2.0755,3.3334,6.4938,2.5072,2.0182,0.0000,1.3340,2.2266,3.0650,22.2488,1.8053,63,3.1096,45.4276,17.0795,62.6715,21.9406,17.2439,-17.2439,20.9794,16.2595,38.3260,22.0000,44.2917,61.6667,79.0625,103.0000,2862.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03212,,0,11,11-01,G010918E46928N,755678,731,2003-07-30T00:00:00,10.9180,46.9276,32,1.2660,0,0,9,0,10.9090,46.9310,2645.6846,3261.4238,2940.5142,2929.4775,22.1188,8,COPDEM30,1800,-0.4283,0.9036,3155,9.1936,1.4708,220.7361,4.1933,2.5049,-0.7529,1.7595,1.0083,0.2960,0.3541,-2.5668,-1.2583,-0.5755,-1.4668,1.3383,-0.8999,0.1428,2.1155,1.9941,0.0000,0.7675,1.6480,2.6269,11.2537,3.0753,2.0001,0.0000,1.6300,2.5902,3.9646,12.4639,2.0438,25,1.2303,34.8739,15.0424,48.6800,13.7455,19.0716,-13.8061,21.1521,16.4719,30.8462,22.0000,37.0000,49.0000,60.0000,70.0000,2964.0000,16.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02709,Glatt-N,0,11,11-01,G008530E46791N,754510,731,2003-08-13T00:00:00,8.5322,46.7928,32,1.2658,0,0,9,0,8.5398,46.7994,2190.4832,3158.5159,2614.3250,2611.1982,26.3504,2,COPDEM30,1959,0.6694,0.7429,2979,6.0385,2.6216,291.9157,3.9166,2.7871,-0.7013,6.0352,4.3326,2.7871,2.6909,-1.9294,-1.1276,-0.6493,-1.2354,1.3678,-0.8161,0.4696,4.4073,3.2467,0.0000,1.2757,4.4945,6.7539,12.1356,5.2553,5.8427,0.0000,1.9654,3.7123,5.9733,41.9029,4.3529,101,5.0149,36.5606,23.8797,39.1674,10.4561,16.7866,-2.6067,21.0420,11.3070,40.5000,16.5000,32.9091,39.0000,45.0000,64.0000,2522.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03565,Maurer Kees W,0,11,11-01,G012275E47078N,756149,731,2003-08-24T00:00:00,12.2749,47.0783,33,1.2615,0,0,9,0,12.2833,47.0703,2663.5894,3348.3298,3056.5215,3033.9885,26.3406,3,COPDEM30,1955,0.9394,-0.3428,3040,7.2635,2.7382,161.8854,5.4425,2.0933,-0.3410,3.4061,4.3736,3.5602,3.2280,-0.1945,-0.2433,-0.1786,-0.2055,0.5836,-0.2743,0.3898,6.5052,4.0569,0.0000,3.7035,6.5892,9.4700,18.3829,6.4727,4.8058,0.0000,2.8480,5.6402,8.5419,27.9964,3.6403,0,0.0000,,,,,,,,,,,,,,,2973.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03373,Montarso / Feuerstein,0,11,11-01,G011251E46967N,755871,731,2003-08-24T00:00:00,11.2512,46.9665,32,1.2547,0,0,9,0,11.2669,46.9667,2585.2234,3161.9014,2877.5590,2864.6560,19.6950,3,COPDEM30,1931,0.9998,0.0187,3071,6.1330,2.2880,197.0567,3.8591,2.4505,-0.6549,2.0185,0.3243,0.2601,0.2341,-0.9519,-0.9353,-0.9247,-0.9373,1.0840,-0.5882,0.3075,0.3283,0.2825,0.0000,0.1227,0.2811,0.4569,1.4948,3.6701,3.1790,0.0000,1.4640,2.4612,4.6817,13.7706,3.3284,269,13.3964,21.1772,14.5292,12.5892,5.1563,13.4573,8.5880,19.3866,8.2373,43.4678,6.0000,8.6667,11.3333,15.5000,28.0000,2863.0000,18.0000,,,,,,,,,,,
