rgi_id,glacier_name,surge_type,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,term_type,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_sec,dem_source,lmax_m,EastWest,SouthNorth,ela,gradabl,gradacc,ela_std,gradabl_std,gradacc_std,dhdt_mean,dhdt_std,vel_ensemble_year0,vel_ensemble_year10,vel_ensemble_year20,smb_ensemble_year0,smb_ensemble_year10,smb_ensemble_year20,smb_ensemble_mean,smb_ensemble_std,dhdt_ensemble_mean,dhdt_ensemble_std,Mean_velsurf_mag,Std_velsurf_mag,Min_velsurf_mag,Q1_velsurf_mag,Median_velsurf_mag,Q3_velsurf_mag,Max_velsurf_mag,Mean_velsurfobs_mag,Std_velsurfobs_mag,Min_velsurfobs_mag,Q1_velsurfobs_mag,Median_velsurfobs_mag,Q3_velsurfobs_mag,Max_velsurfobs_mag,MAE_velsurf_mag,n_obs_thk,coverage_pct,Mean_thk_model_at_obs,Std_thk_model_at_obs,Mean_thk_obs,Std_thk_obs,MAE_thk,Bias_thk,RMSE_thk,MedianAE_thk,Q95AE_thk,Min_thk_obs,Q1_thk_obs,Median_thk_obs,Q3_thk_obs,Max_thk_obs,eos_sla_mean,eos_sla_n,country,ela_wgmsglamos,ela_source,gradabl_wgmsglamos,gradabl_source,gradacc_wgmsglamos,gradacc_source,annual_mass_balance,annual_mass_balance_std,annual_mass_balance_source,n_years
RGI2000-v7.0-G-11-02915,La Mare,0,11,11-01,G010629E46442N,755444,731,2003-07-30T00:00:00,10.6383,46.4339,32,4.1512,0,0,9,0,10.6516,46.4357,2646.0457,3742.3877,3281.3887,3285.3154,21.2758,3,COPDEM30,3253,1.0000,0.0054,3409,7.5410,1.5164,144.4208,4.8184,1.7377,-0.7713,1.7004,5.1010,3.1676,2.5993,-0.8589,-0.8233,-0.6147,-0.7656,0.3218,-0.7845,0.2491,3.7817,2.6498,0.0000,1.5185,3.8089,5.7010,11.5318,4.0374,4.7489,0.0000,1.7477,2.8306,4.5580,46.0078,3.0470,0,0.0000,,,,,,,,,,,,,,,3214.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00937,BISGLETSCHER,0,11,11-01,G007718E46113N,753662,731,2003-08-13T00:00:00,7.7289,46.1108,32,4.0511,0,0,9,0,7.7583,46.1092,2246.2930,4429.2350,3459.3650,3447.0044,25.8633,3,COPDEM30,3899,1.0000,0.0031,3055,3.2733,1.0356,312.6178,4.5880,1.1139,-0.3700,3.8267,38.7392,20.3175,16.0718,0.3743,-0.2684,-0.1189,-0.0044,0.2614,-0.4481,0.2167,42.0708,55.4939,0.0000,4.1849,14.5647,60.2757,278.5949,33.4771,41.7105,0.0000,5.5030,15.0769,45.7429,202.4298,28.0994,313,4.8362,51.4150,17.4247,60.4354,29.3675,18.6315,-9.0204,26.8108,11.0273,60.6777,10.0000,38.5000,54.0000,72.0000,150.3333,3373.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01545,STUEFESTEIGLETSCHER,0,11,11-01,G007953E46521N,753932,731,2003-08-13T00:00:00,7.9469,46.5188,32,3.9678,0,0,9,0,7.9273,46.5262,2151.5537,3901.5034,2812.3230,2913.3550,26.2847,8,COPDEM30,3403,-0.4939,0.8695,2972,4.6742,1.6589,209.4592,2.6340,1.9975,-0.5244,4.3304,6.4964,6.0873,5.7341,-0.2915,-0.4079,-0.3986,-0.3660,0.4085,-0.4943,0.3018,6.8742,6.0009,0.0000,2.5427,5.8287,9.2987,36.8749,11.6899,13.1887,0.0000,2.8213,7.0694,15.8022,100.4538,9.1998,171,2.6967,62.0323,43.8532,83.5981,58.8640,33.8612,-21.5658,42.2306,25.8143,85.0320,9.6667,38.1786,58.5000,114.9000,208.3000,2723.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03119,Kesselwandferner,0,11,11-01,G010788E46845N,755560,731,2003-07-30T00:00:00,10.7877,46.8444,32,3.9648,0,0,9,0,10.8134,46.8335,2754.4675,3463.1064,3185.2559,3166.4917,12.4377,4,COPDEM30,3881,0.9159,-0.4013,3106,13.9604,6.4150,69.9257,6.6732,1.6110,-0.5387,1.2465,18.8812,18.4578,18.0395,0.5677,0.1636,-0.0585,0.2243,0.4250,-0.6106,0.3754,20.2507,16.5304,0.0000,8.7731,17.8582,27.4352,107.9629,23.6279,26.8391,0.0000,3.4363,11.9302,35.9161,180.6717,19.5118,167,2.6295,114.4700,64.9024,99.6707,32.4866,40.8877,14.7994,50.4443,32.0000,97.0707,10.0000,82.5000,106.0000,120.5000,201.0000,3156.0000,16.0000,AT,3218.1760,WGMS,9.7550,WGMS,None,WGMS,-0.3980,0.6120,WGMS,17.0000
RGI2000-v7.0-G-11-00875,CHEILON GLACIER DE,0,11,11-01,G007422E46008N,753426,731,2003-08-13T00:00:00,7.4204,46.0059,32,3.8879,0,0,9,0,7.4238,46.0203,2683.8176,3601.6292,2955.8008,3006.3120,17.9966,1,COPDEM30,3581,-0.2746,0.9616,3164,6.5793,-0.4299,148.2317,1.8351,0.9488,-0.9890,1.9844,2.2968,1.5956,1.1582,-1.2418,-1.2321,-1.2058,-1.2265,0.6842,-1.0175,0.4159,2.2742,2.6025,0.0000,0.4600,1.4336,3.0994,17.3684,4.8484,4.4331,0.0000,2.1957,3.6273,5.7859,27.9785,3.3066,486,7.8047,57.0626,35.0382,78.4757,53.9592,30.6377,-21.4131,41.9912,23.3622,107.4661,14.1667,35.0000,57.8333,122.5833,198.2000,3159.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00384,FR4N01152A07 Arpont,0,11,11-01,G006756E45318N,752760,731,2003-08-13T00:00:00,6.7496,45.3205,32,3.8671,0,0,9,0,6.7732,45.3172,2679.3865,3572.0225,3277.6328,3232.9102,19.5631,4,COPDEM30,2750,0.7784,-0.6278,3310,11.3350,4.3118,68.1290,5.4013,1.4399,-0.4768,1.8273,12.4685,9.8050,8.5568,-0.4358,-0.4856,-0.4056,-0.4423,0.5986,-0.5610,0.4539,11.4284,10.0430,0.0000,1.6637,9.5485,19.8484,40.5034,8.5767,8.8836,0.0000,2.6521,5.5386,11.0722,67.1816,11.0307,0,0.0000,,,,,,,,,,,,,,,3281.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02917,Solda / Sulden,0,11,11-01,G010571E46495N,755378,731,2003-07-30T00:00:00,10.5705,46.4949,32,3.8219,0,0,9,0,10.5911,46.4915,2373.9120,3663.4395,2813.6677,2890.6633,23.7785,2,COPDEM30,4350,0.9112,0.4120,3149,4.6254,0.0135,199.1613,2.5572,1.3298,-0.7038,2.7757,1.0786,0.6520,0.5207,-2.0451,-1.3581,-0.7946,-1.3993,1.6362,-0.8636,0.2293,1.6808,1.2525,0.0000,0.6907,1.4259,2.4840,9.2240,5.7110,8.1102,0.0000,1.5359,3.1009,7.1640,106.3777,4.3458,187,3.0581,32.4181,15.2036,19.5377,9.5563,19.7792,12.8804,23.9814,17.0915,46.7847,6.0000,15.0000,18.0000,19.5000,52.0000,3003.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01976,Jamtalferner,0,11,11-01,G010178E46854N,755199,731,2003-07-30T00:00:00,10.1609,46.8575,32,3.8207,0,0,9,0,10.1633,46.8681,2407.7840,3110.9340,2801.4287,2788.4275,19.5083,1,COPDEM30,2990,0.2916,0.9565,3177,7.9165,2.3139,138.3053,3.2020,2.3305,-1.0451,2.0780,2.3698,0.4824,0.3660,-2.8198,-2.3030,-0.9867,-2.0365,1.5779,-1.2419,0.2305,2.8070,2.0291,0.0000,0.9657,2.5797,4.4443,9.0566,4.4921,3.6474,0.0000,2.4839,3.6818,5.5655,31.8741,2.6065,56,0.9212,35.6078,15.2737,60.6071,18.8117,27.7184,-24.9994,32.3448,23.4127,56.1714,25.0000,47.0000,59.0000,71.2500,106.0000,2794.0000,19.0000,AT,3078.5620,WGMS,4.1140,WGMS,,,-0.9370,0.6140,WGMS,16.0000
RGI2000-v7.0-G-11-01247,AROLLA HAUT GLACIER D',0,11,11-01,G007523E45969N,753488,731,2003-08-13T00:00:00,7.5225,45.9727,32,3.7984,0,0,9,0,7.5164,45.9884,2546.6401,3466.9265,2921.9038,2930.0770,16.4398,1,COPDEM30,4356,0.1574,0.9875,3340,4.4769,1.3981,189.5901,1.7789,2.2379,-1.4050,1.6002,1.7551,1.1511,0.8079,-1.5827,-1.6708,-1.6306,-1.6280,0.9380,-1.2803,0.3604,2.3653,1.8762,0.0000,0.8429,2.0722,3.4929,9.8297,5.4612,6.3528,0.0000,2.0515,4.0844,6.7740,55.7813,3.8436,356,5.8389,54.0628,29.9555,70.9492,32.7095,33.9698,-16.8863,40.0305,30.8019,69.0085,9.8750,47.0000,64.3929,97.7187,140.6667,2958.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02813,Madaccio / Madatsch,0,11,11-01,G010473E46507N,755310,731,2003-07-30T00:00:00,10.4731,46.5073,32,3.7979,0,0,9,0,10.4836,46.5202,2480.1604,3401.7940,3130.2030,3068.6223,19.4971,1,COPDEM30,2983,0.1440,0.9896,3376,3.5242,1.6993,139.8383,2.2897,2.0881,-0.8690,1.6839,2.5681,1.5872,1.2293,-0.7349,-0.7209,-0.6415,-0.6991,0.4868,-0.6884,0.4169,3.3175,2.4742,0.0000,1.2658,3.0136,4.9911,12.9127,4.1746,3.3564,0.0000,1.8521,3.2233,5.7267,40.8339,3.0084,0,0.0000,,,,,,,,,,,,,,,3055.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00966,HOHLICHTGLETSCHER,0,11,11-01,G007700E46064N,753651,731,2003-08-13T00:00:00,7.7101,46.0679,32,3.7418,0,0,9,0,7.7401,46.0747,2228.2002,3788.2866,3214.2283,3057.6514,23.8224,2,COPDEM30,4145,0.9162,0.4008,2981,11.9788,2.4689,111.4339,3.5797,1.1950,-0.6876,3.4234,30.8187,25.1345,23.2808,-0.4230,-0.4056,-0.2058,-0.3448,0.4250,-0.4762,0.3213,27.9752,30.9107,0.0000,4.7698,14.4581,45.0579,118.3302,18.7340,22.5832,0.0000,3.4612,9.7333,22.9063,100.5701,19.6618,347,5.7843,53.0354,36.6506,66.1344,51.2122,28.8655,-13.0989,37.2467,22.2055,78.1067,8.6000,31.3452,47.0000,82.0909,198.6154,3300.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01390,Gliairetta-Vaudet,0,11,11-01,G007022E45508N,753070,731,2003-08-13T00:00:00,7.0211,45.5077,32,3.7079,0,0,9,0,7.0230,45.5194,2588.0645,3284.8433,2934.0789,2957.6226,17.7682,1,COPDEM30,3270,0.2568,0.9665,3140,6.9457,1.7726,152.2619,2.4572,2.2878,-1.1591,1.4546,4.2251,2.5129,1.8183,-1.5182,-1.6584,-1.4033,-1.5266,0.9136,-1.3373,0.4110,5.2970,2.6914,0.0000,3.6359,5.5893,6.9714,14.7721,6.0700,4.8204,0.0000,3.4627,5.1145,7.0042,46.0995,3.4494,0,0.0000,,,,,,,,,,,,,,,2958.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00715,Triolet,0,11,11-01,G007028E45901N,753080,731,2003-08-13T00:00:00,7.0283,45.9011,32,3.6911,0,0,9,0,7.0308,45.8921,2490.3342,3597.9094,2939.5947,2956.5273,22.8654,3,COPDEM30,3210,0.9415,-0.3372,3093,6.2824,1.3851,152.5877,3.3103,1.5082,-0.7187,3.4619,3.1919,2.4365,2.3429,-0.9232,-0.9159,-0.5189,-0.7860,1.1049,-0.6201,0.4645,3.8743,3.8229,0.0000,0.9966,2.6981,5.5903,22.4045,10.7309,10.4621,0.0000,3.7328,8.0559,13.1706,60.5551,8.3344,0,0.0000,,,,,,,,,,,,,,,2947.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03987,Gefrorene Wand Kees,0,11,11-01,G011667E47065N,755893,731,2003-08-24T00:00:00,11.6672,47.0647,32,3.6899,0,0,9,0,11.6617,47.0761,2591.4739,3279.7554,2965.8213,2941.2466,18.2017,1,COPDEM30,2649,0.1261,0.9920,3121,4.8458,2.6121,202.8047,4.8847,2.3930,-0.5132,5.8164,2.2544,1.8785,1.9170,-0.5429,-0.4932,-0.2879,-0.4413,0.8403,-0.3369,0.4850,1.8911,1.5692,0.0000,0.5824,1.5875,2.8032,6.0332,2.4883,1.8836,0.0000,1.2479,2.0497,3.2218,27.4806,1.4757,99,1.6768,22.9141,14.9306,36.6414,19.9832,17.2950,-13.7274,21.2718,15.6854,37.1054,8.0000,23.5000,32.0000,45.0000,110.0000,2953.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03922,Schwarzenstein Kees,0,11,11-01,G011860E47015N,755955,731,2003-08-24T00:00:00,11.8603,47.0154,32,3.6515,0,0,9,0,11.8439,47.0178,2327.9485,3195.6362,2894.6367,2887.6582,22.7616,8,COPDEM30,3965,-0.8162,0.5777,2961,4.7955,1.8686,209.8779,4.5761,2.2843,-0.3430,5.0335,4.1924,3.5692,3.4506,-0.3305,-0.3546,-0.2649,-0.3167,0.8498,-0.3491,0.4980,5.3089,4.4350,0.0000,1.7757,4.0880,8.2243,18.5402,5.5871,7.1245,0.0000,1.9131,3.2883,6.0824,58.0447,5.0296,57,0.9765,21.9525,18.6580,37.2105,18.6244,25.3626,-15.2580,30.8125,20.6693,51.0000,10.0000,25.0000,35.0000,48.0000,108.0000,2891.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03437,Sulztal Ferner,0,11,11-01,G011080E47001N,755782,731,2003-07-30T00:00:00,11.0705,47.0000,32,3.6447,0,0,9,0,11.0801,47.0126,2468.9927,3248.4870,2945.6450,2918.5044,16.9913,1,COPDEM30,3027,0.0006,1.0000,3070,7.5788,1.9423,89.1843,2.6664,2.2761,-0.8896,1.7694,3.9440,2.1972,1.3271,-1.4561,-1.4603,-1.3079,-1.4081,1.4133,-1.1179,0.4138,4.1183,2.5157,0.0000,2.0146,4.2469,5.9557,11.5116,3.0038,2.3223,0.0000,1.3927,2.3335,3.9282,17.0932,2.8389,48,0.8232,53.9380,30.4896,77.3125,29.6839,26.4125,-23.3745,30.3286,26.4133,49.0000,24.0000,49.0000,83.5000,98.0000,127.0000,2939.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01214,Ventina - Tzere,0,11,11-01,G007726E45917N,753657,731,2003-08-13T00:00:00,7.7264,45.9168,32,3.6269,0,0,9,0,7.7267,45.9048,2997.4504,3890.7246,3560.0808,3521.0054,21.6547,6,COPDEM30,2637,-0.5856,-0.8106,3507,14.3153,4.8252,141.6585,6.9281,1.8718,-0.2693,2.0918,16.5255,13.7542,12.0379,0.2083,-0.1456,-0.1393,-0.0255,0.8109,-0.4467,0.5269,14.8963,12.9978,0.0000,1.5343,12.8926,25.3455,50.9745,9.0025,7.2644,0.0000,3.1884,6.8308,13.3560,36.3848,9.7427,4,0.0691,25.0949,7.6766,27.9083,1.6659,8.9261,-2.8134,9.6642,9.9006,12.5999,26.0000,26.6000,27.6500,28.9583,30.3333,3565.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01427,FR4N01146D09+E06 Gebroulaz,0,11,11-01,G006629E45295N,752748,731,2003-08-13T00:00:00,6.6285,45.2935,32,3.5543,0,0,9,0,6.6220,45.3126,2589.0933,3481.9917,2973.6960,2996.6504,17.5518,1,COPDEM30,4441,0.3208,0.9471,3139,5.4232,0.1775,156.1068,2.7433,0.9406,-0.8707,1.4554,2.6482,2.2693,1.8897,-0.7291,-0.7404,-0.7180,-0.7291,0.3303,-0.7378,0.2995,3.9947,2.7801,0.0000,1.9581,3.6319,5.6958,11.1889,4.5393,4.2978,0.0000,2.1080,3.3861,5.4225,33.4476,2.6311,0,0.0000,,,,,,,,,,,,,,,3048.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00386,FR4N01152A09 Pelve,0,11,11-01,G006763E45344N,752768,731,2003-08-13T00:00:00,6.7585,45.3427,32,3.4793,0,0,9,0,6.7761,45.3465,2648.5896,3527.5347,3187.2168,3151.6790,17.2350,2,COPDEM30,2543,0.7850,0.6195,3170,22.8825,9.4380,46.5163,4.9226,1.6737,-0.5544,1.6710,26.4677,23.2650,19.7008,0.1556,-0.6547,-0.7143,-0.4045,0.8189,-0.9996,0.5938,18.4527,15.9044,0.0000,0.0000,18.2205,30.8023,63.4012,12.6683,14.5835,0.0000,3.8980,8.3558,15.8105,109.2026,17.5701,0,0.0000,,,,,,,,,,,,,,,3247.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00674,Lex Blanche,0,11,11-01,G006819E45785N,752833,731,2003-08-13T00:00:00,6.8195,45.7854,32,3.4669,0,0,9,0,6.8360,45.7747,2178.0550,3709.5134,3129.0488,3096.7417,26.2061,4,COPDEM30,3330,0.8195,-0.5731,3012,10.7495,2.4398,107.3641,4.3923,1.5604,-0.2448,3.9772,15.9343,12.6177,12.9499,-0.1838,-0.1980,0.0333,-0.1162,0.4276,-0.2814,0.3461,13.4231,14.7940,0.0000,3.3331,8.1821,17.3739,73.6304,21.4309,19.1954,0.0000,4.9979,16.9745,33.4181,96.4117,13.2828,0,0.0000,,,,,,,,,,,,,,,3073.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00209,FR4N01165F03+66A14+66A15 de Mont de Lans,0,11,11-01,G006226E45003N,752497,731,2003-08-13T00:00:00,6.2165,45.0028,32,3.4276,0,0,9,0,6.2224,45.0116,2646.2290,3501.6255,3235.8300,3209.5120,20.0027,8,COPDEM30,2000,-0.5483,0.8363,3298,6.5376,-0.1977,328.9249,5.7896,1.9222,-0.7761,8.4268,2.8372,1.6188,1.2651,-0.8858,-0.7504,-0.5416,-0.7259,0.7053,-0.6852,0.4694,3.6314,2.9842,0.0000,1.3774,2.7800,5.6465,16.3014,4.6718,3.5374,0.0000,2.1370,3.6238,6.4577,23.1991,3.4900,0,0.0000,,,,,,,,,,,,,,,3219.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01246,Tza de Tzan,0,11,11-01,G007567E45978N,753534,731,2003-08-13T00:00:00,7.5666,45.9777,32,3.3610,0,0,9,0,7.5580,45.9704,2782.0212,3780.2805,3277.6567,3302.7188,18.4367,6,COPDEM30,3131,-0.5604,-0.8282,3291,7.9080,1.6992,97.9904,4.1134,1.0968,-0.5556,1.4677,10.6198,9.9301,8.9447,-0.4228,-0.5188,-0.4995,-0.4803,0.3969,-0.5875,0.3112,10.9988,10.0643,0.0000,1.7692,9.4475,17.7737,50.0270,10.0035,10.9822,0.0000,3.2912,6.7366,13.6637,97.8535,8.1425,0,0.0000,,,,,,,,,,,,,,,3166.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03398,Lisenser Ferner,0,11,11-01,G011128E47086N,755821,731,2003-07-30T00:00:00,11.1169,47.0820,32,3.3396,0,0,9,0,11.1426,47.0933,2638.0027,3264.6160,2996.5640,2976.8838,13.7716,2,COPDEM30,3789,0.8020,0.5974,3207,5.4189,2.3006,113.2810,3.6644,2.1433,-0.9923,1.3890,4.2271,3.3976,2.6781,-0.8707,-0.9397,-0.9801,-0.9302,0.5512,-0.9787,0.5049,5.1339,3.2605,0.0000,2.4828,5.1456,7.7535,13.8661,23.1390,71.0053,0.0000,2.2064,3.9240,9.5428,605.7400,21.0812,43,0.8039,77.0526,29.2172,92.8140,23.4722,25.0057,-15.7613,32.8521,18.5035,68.5504,46.0000,70.0000,96.0000,112.0000,130.0000,2989.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01653,,0,11,11-01,G008155E46615N,754194,731,2003-08-13T00:00:00,8.1878,46.5950,32,3.3140,0,0,9,0,8.1991,46.6041,2276.3980,3198.9180,2872.9307,2835.7090,25.7438,2,COPDEM30,2568,0.4149,0.9098,3178,6.4683,1.7771,195.2584,3.8555,2.5661,-0.8700,3.6720,4.5076,0.8837,0.5839,-2.3585,-1.5577,-0.7292,-1.5485,1.2483,-0.9441,0.2958,5.2471,3.2604,0.0000,2.5789,5.4799,7.7712,15.6767,2.7956,1.7200,0.0000,1.6350,2.5563,3.5513,20.9111,3.7379,0,0.0000,,,,,,,,,,,,,,,2863.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00391,FR4N01146C21 de l'Arcelin,0,11,11-01,G006780E45369N,752788,731,2003-08-13T00:00:00,6.7836,45.3689,32,3.2847,0,0,9,0,6.7753,45.3806,2652.2630,3210.3347,3040.9463,3015.8516,10.9573,1,COPDEM30,2829,-0.2083,0.9781,2541,3.3653,8.9807,191.8189,6.0562,2.0020,-0.9077,0.9653,61.0308,54.8161,50.3228,4.4839,0.5265,-0.0991,1.6371,0.4955,-1.3839,0.4097,58.5589,47.4719,0.0000,24.1079,49.2162,82.2433,259.0717,33.8075,35.8669,0.0000,5.2795,16.1575,55.4830,210.8638,51.4144,0,0.0000,,,,,,,,,,,,,,,3032.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03392,Alpeiner Ferner,0,11,11-01,G011128E47046N,755827,731,2003-07-30T00:00:00,11.1305,47.0459,32,3.2777,0,0,9,0,11.1384,47.0592,2541.4475,3272.8308,3038.8547,2995.8403,16.8859,2,COPDEM30,3467,0.4469,0.8946,3386,4.0702,1.6289,115.5099,2.3523,2.1251,-1.0337,1.5021,1.6130,0.7469,0.3933,-1.3531,-1.4166,-1.3077,-1.3592,0.7619,-1.1843,0.4995,3.0648,2.9982,0.0000,0.6555,2.2362,4.5314,16.1816,8.1397,27.2090,0.0000,2.2363,4.0779,6.1585,357.7126,6.5163,39,0.7444,51.4754,30.0898,91.4487,30.7360,43.3232,-39.9734,47.0179,48.5037,69.9030,29.0000,61.5000,101.0000,118.0000,134.0000,3021.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03804,Rainer Kees,0,11,11-01,G012360E47095N,756184,731,2003-08-24T00:00:00,12.3598,47.0952,33,3.2401,0,0,9,0,12.3518,47.0815,2620.4348,3641.3706,3196.3140,3188.8750,18.1735,5,COPDEM30,3423,-0.3668,-0.9303,3092,11.9386,0.6501,84.0035,3.9087,0.9649,-0.6032,1.8211,7.7769,5.8234,4.7089,-0.3818,-0.4834,-0.3700,-0.4117,0.4589,-0.5375,0.3500,8.0485,6.0849,0.0000,2.3501,7.3909,13.1415,21.8537,7.5313,7.6861,0.0000,2.5943,5.5322,9.2322,52.6296,6.1136,46,0.8872,46.5953,12.0777,63.2609,22.8905,18.3952,-16.6656,24.7488,17.0551,57.8385,24.0000,48.0000,57.5000,77.2500,129.0000,3082.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01179,,0,11,11-01,G007848E46107N,753775,731,2003-08-13T00:00:00,7.8517,46.1060,32,3.2272,0,0,9,0,7.8210,46.1146,2707.0278,4470.9053,3696.2080,3661.0046,24.6054,8,COPDEM30,4093,-0.7238,0.6900,3463,5.8362,1.0708,213.2843,4.7755,0.8533,-0.1473,3.3933,18.3772,16.5487,15.9949,-0.0016,-0.0778,-0.0369,-0.0388,0.2492,-0.1712,0.2266,20.0019,15.4436,0.0000,7.0149,18.2387,28.5354,61.3896,20.4647,20.4856,0.0000,6.0765,13.4900,28.2322,93.3582,10.2676,467,9.0592,53.6575,25.9593,75.8015,38.8622,27.9932,-22.1440,32.9549,25.7413,57.9336,7.4000,43.4222,67.3333,102.2756,162.0000,3504.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02819,Ortles Basso / Ortler Niederer,0,11,11-01,G010513E46507N,755333,731,2003-07-30T00:00:00,10.5126,46.5069,32,3.2200,0,0,9,0,10.5119,46.5180,2268.1050,3573.5388,3060.7917,3009.2805,29.0659,1,COPDEM30,3026,-0.2447,0.9696,3276,5.0136,1.5485,186.4147,3.2150,2.0363,-0.6743,3.3926,4.9926,2.4550,2.4744,-1.0010,-0.8218,-0.4082,-0.7437,1.1076,-0.5412,0.3307,4.8742,4.6431,0.0000,1.2814,3.6220,6.8614,23.0590,5.3438,6.1488,0.0000,1.5357,2.8966,6.3733,31.6202,3.7314,0,0.0000,,,,,,,,,,,,,,,3010.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00716,Prè de Bar,0,11,11-01,G007045E45907N,753091,731,2003-08-13T00:00:00,7.0455,45.9067,32,3.2056,0,0,9,0,7.0598,45.8913,2080.4520,3656.7292,3100.0889,3029.2737,23.3790,4,COPDEM30,3905,0.5056,-0.8628,3022,14.5453,5.1627,50.4147,3.8249,1.3889,-0.6120,2.5463,28.5828,21.5609,19.0811,-0.1965,-0.5362,-0.3583,-0.3637,0.3777,-0.5864,0.3376,28.0645,25.7637,0.0000,8.7919,21.9376,36.5413,110.6138,27.3448,31.7077,0.0000,5.4475,17.4881,35.9494,159.7739,14.1564,0,0.0000,,,,,,,,,,,,,,,3070.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03010,Pisgana Ovest,0,11,11-01,G010525E46196N,755337,731,2003-07-30T00:00:00,10.5255,46.1964,32,3.1818,0,0,9,0,10.5288,46.2044,2523.4395,3260.6223,2987.5671,2954.5730,20.3631,1,COPDEM30,2761,-0.0480,0.9988,3233,6.8387,2.1764,162.7360,3.7188,2.2006,-0.9623,1.5567,3.4758,1.4835,0.9639,-1.9322,-1.1747,-0.7793,-1.2954,1.1298,-0.9942,0.3023,3.0760,2.5250,0.0000,0.8662,2.6345,4.8448,10.0148,3.4088,5.7063,0.0000,1.7408,2.5484,3.6779,159.6502,3.2474,0,0.0000,,,,,,,,,,,,,,,2985.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03286,Hochjoch Ferner,0,11,11-01,G010830E46790N,755612,731,2003-07-30T00:00:00,10.8303,46.7899,32,3.1762,0,0,9,0,10.8189,46.7913,2789.8223,3427.4915,3104.5405,3096.3442,16.7298,8,COPDEM30,2964,-0.6183,0.7860,3141,11.7362,1.7568,102.0901,5.4198,1.5696,-0.6952,1.2886,6.0647,4.3112,3.5511,-1.1380,-0.9798,-0.6747,-0.9308,1.2108,-0.8488,0.4027,5.9307,3.4235,0.0000,3.4042,5.7951,8.1749,18.4461,4.5735,3.3757,0.0000,2.1772,3.5898,6.0961,20.1471,3.3973,19,0.3735,46.0309,10.2963,71.2105,13.9419,25.2193,-25.1796,26.8147,26.0758,36.4260,43.0000,66.0000,72.0000,78.0000,95.0000,3077.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01513,BREITHORNGLETSCHER,0,11,11-01,G007856E46482N,753807,731,2003-08-13T00:00:00,7.8671,46.4889,32,3.1208,0,0,9,0,7.8852,46.4996,2136.5442,3356.3610,2667.0237,2695.1914,23.2534,2,COPDEM30,3939,0.4848,0.8746,3021,4.3354,1.5321,178.6630,2.8375,1.9108,-0.7829,3.3312,3.3647,2.7244,2.5474,-1.8308,-1.2672,-0.4781,-1.1920,1.1949,-0.8653,0.2625,3.5637,3.4369,0.0000,1.0697,2.2208,5.0972,14.7088,5.7947,4.7500,0.0000,2.6120,4.3210,7.5696,26.5139,4.4124,204,4.0816,39.5321,13.5648,65.0615,40.2280,31.2337,-25.5293,44.7821,18.1625,101.9974,10.7143,41.2232,52.5000,66.3643,167.1429,2919.0000,16.0000,,,,,,,,,,,
